4421475|Lakeville|2852.0|4|4|3|0|0.315|344250.0
4435644|Apple Valley|2189.0|4|3|3|-1|0.01|342900.0
4435652|Apple Valley|2832.0|4|4|3|-1|0.01|342500.0
4430251|Rosemount|2230.0|4|3|3|0|0.21|339990.0
4437015|Lakeville|2147.0|4|2|2|41|0.35|339900.0
4434154|Lakeville|2467.0|4|3|3|1|0.21|339900.0
4435439|Burnsville|2872.0|4|3|2|20|0.462|339900.0
4406332|Rosemount|3261.0|4|4|3|8|0.01|339500.0
4429199|Lakeville|2185.0|4|3|3|0|0.23|337990.0
4404261|Farmington|2537.0|4|3|3|0|0.01|335000.0
4430614|Burnsville|3388.0|4|4|2|27|0.419|335000.0
4425785|Farmington|3284.0|4|4|3|8|0.306|335000.0
4332710|Lakeville|2193.0|4|3|3|1|0.28|334900.0
4426491|Apple Valley|1420.0|3|2|2|0|0.12|334900.0
4424993|Eagan|3070.0|5|4|2|13|0.28|334900.0
4418659|Farmington|2852.0|4|4|3|0|0.242|333800.0
4425068|Lakeville|2154.0|4|3|3|-1|0.01|333000.0
4434133|Apple Valley|3157.0|3|4|2|14|0.21|332900.0
4435295|Farmington|2920.0|4|3|3|3|0.354|332800.0
4431903|Lakeville|2195.0|4|3|3|0|0.28|331900.0
4423189|Lakeville|3014.0|4|4|3|13|0.45|330000.0
4402544|Farmington|2338.0|4|3|3|0|0.43|329900.0
4331641|Rosemount|2566.0|3|3|3|8|0.27|329900.0
4419911|Farmington|3088.0|5|4|3|0|0.232|328900.0
4374192|Farmington|2460.0|4|3|3|0|0.23|326128.0
4405485|Lakeville|3238.0|4|4|2|29|0.65|325500.0
4434892|Lakeville|2810.0|4|3|2|7|0.01|325000.0
4424114|Apple Valley|2798.0|3|3|2|14|0.073|325000.0
4435611|Apple Valley|3594.0|4|4|2|14|0.191|325000.0
4395864|Apple Valley|2417.0|4|3|2|0|0.13|325000.0
4424349|Lakeville|2570.0|4|3|3|17|0.604|324900.0
4421382|Farmington|2620.0|4|3|3|7|0.293|324900.0
4422360|Rosemount|3053.0|4|4|3|8|0.257|324900.0
4425079|Lakeville|2226.0|4|3|3|-1|0.26|324900.0
4417349|Farmington|2832.0|4|3|3|0|0.27|324900.0
4436750|Eagan|3276.0|4|3|2|24|0.28|324900.0
4419734|Farmington|2239.0|4|3|3|0|0.232|322900.0
4341112|Eagan|1749.0|2|2|2|0|0.45|322195.0
4422444|Lakeville|2748.0|5|3|3|0|0.01|320250.0
4422142|Rosemount|2222.0|3|3|2|7|0.01|319900.0
4401299|Lakeville|3122.0|4|4|3|20|0.3|319900.0
4435626|Rosemount|2800.0|4|3|3|11|0.24|319000.0
4395465|Lakeville|3700.0|5|4|3|19|0.29|318900.0
4435461|Farmington|2265.0|4|3|3|0|0.29|318900.0
4428525|Lakeville|2697.0|4|3|2|35|0.73|315000.0
4434756|Lakeville|2145.0|4|3|3|-1|0.28|315000.0
4401993|Eagan|2681.0|4|3|2|68|0.29|314900.0
4431638|Apple Valley|2550.0|4|3|2|24|0.01|314900.0
4338096|Lakeville|2695.0|4|3|3|10|0.3|314900.0
4408440|Apple Valley|2574.0|5|4|2|22|0.399|314900.0
4430467|Farmington|3272.0|5|4|3|13|0.27|314900.0
4429740|Lakeville|2574.0|4|4|3|6|0.35|314900.0
4425793|Lakeville|2347.0|3|3|3|8|0.361|314000.0
4429189|Rosemount|1826.0|4|3|3|0|0.2|312990.0
4427932|Lakeville|3220.0|3|3|3|30|0.4|310000.0
4436834|Lakeville|3082.0|4|2|3|17|0.351|309900.0
4419458|Farmington|2748.0|5|3|3|0|0.232|309800.0
4415559|Apple Valley|4257.0|5|4|3|26|0.71|309000.0
4369307|Farmington|2065.0|4|3|3|0|0.26|308900.0
4429169|Rosemount|2326.0|4|3|3|0|0.27|305990.0
4422815|Farmington|2005.0|3|3|3|0|0.17|300306.0
4355763|Lakeville|2466.0|4|3|3|14|0.34|299990.0
4435318|Burnsville|3012.0|5|3|3|20|0.38|299900.0
4424145|Eagan|2527.0|3|4|3|11|0.086|299900.0
4430877|Lakeville|2704.0|5|3|3|17|0.524|299900.0
4428125|Eagan|2164.0|3|3|2|13|0.07|299900.0
4427321|Eagan|2677.0|4|4|2|17|0.071|299900.0
4432808|Eagan|3006.0|4|3|2|29|0.334|299900.0
4407895|Rosemount|2849.0|4|3|3|10|0.261|299900.0
4436176|Lakeville|2240.0|4|3|3|14|0.5|299900.0
4414792|Lakeville|3218.0|5|4|3|14|0.447|299900.0
4436962|Apple Valley|3120.0|5|4|2|37|0.55|299900.0
4428297|Farmington|1433.0|2|2|3|0|0.23|299900.0
4393198|Farmington|2129.0|4|3|3|0|0.23|299800.0
4432659|Eagan|3129.0|4|4|2|13|0.407|297500.0
4369509|Eagan|2614.0|3|3|2|22|0.35|295999.0
4391505|Lakeville|2050.0|4|3|3|1|0.19|295000.0
4426142|Eagan|2864.0|3|2|2|57|1.16|295000.0
4428818|Apple Valley|2869.0|3|3|2|16|0.36|294900.0
4377379|Eagan|2622.0|3|3|2|36|1.13|294900.0
4427275|Lakeville|2922.0|5|3|2|21|0.23|292000.0
4425624|Burnsville|2739.0|4|4|2|42|0.27|290000.0
4423818|Burnsville|2708.0|3|4|2|36|0.27|289900.0
4427584|Lakeville|2220.0|4|2|2|45|2.6|289900.0
4415596|Eagan|2280.0|3|3|2|32|0.35|289900.0
4415160|Burnsville|3005.0|5|3|4|36|0.472|289900.0
4385449|Burnsville|1433.0|2|2|3|0|0.26|289900.0
4428171|Lakeville|1932.0|4|3|3|0|0.01|289900.0
4401749|Burnsville|3200.0|3|3|2|42|0.36|289500.0
4427394|Eagan|2736.0|4|4|2|23|0.3|288900.0
4428107|Burnsville|3090.0|5|4|3|18|0.28|287900.0
4316006|Apple Valley|3127.0|3|4|2|26|0.28|285000.0
4394672|Lakeville|3378.0|3|4|2|24|0.04|285000.0
4427280|Rosemount|2478.0|5|3|3|15|0.259|285000.0
4427820|Farmington|2168.0|5|3|3|-1|0.268|284900.0
4436335|Apple Valley|2181.0|4|2|2|35|0.27|284900.0
4436159|Rosemount|3318.0|4|4|2|8|0.01|284900.0
4413483|Farmington|2080.0|3|3|3|7|0.249|284900.0
4431512|Burnsville|3340.0|4|3|2|36|0.8|284900.0
4421291|Farmington|2291.0|4|3|3|0|0.17|282200.0
4418948|Burnsville|2522.0|5|3|2|42|0.276|280000.0
4371238|Lakeville|2904.0|5|3|3|27|0.01|280000.0
4429934|Farmington|2580.0|4|3|3|12|0.57|279900.0
4428831|Apple Valley|3006.0|4|3|2|33|0.412|279900.0
4420977|Burnsville|2496.0|4|3|2|35|0.34|279900.0
4422115|Eagan|2003.0|4|2|2|23|0.31|279900.0
4389263|Apple Valley|2228.0|4|3|2|8|0.01|279900.0
4408273|Lakeville|2782.0|3|3|2|8|0.317|279900.0
4436425|Lakeville|1584.0|3|2|3|-1|0.32|279620.0
4417454|Farmington|2668.0|4|3|3|14|0.31|279000.0
4409675|Rosemount|2579.0|3|3|3|12|0.48|279000.0
4388537|Rosemount|1594.0|2|2|2|0|0.07|279000.0
4414230|Eagan|2936.0|3|3|2|41|0.642|278850.0
4436418|Lakeville|1332.0|3|2|3|-1|0.24|278380.0
4421060|Lakeville|2414.0|3|3|2|2|0.06|275000.0
4430515|Apple Valley|2520.0|4|3|2|41|0.284|275000.0
4428084|Farmington|2500.0|4|3|3|10|0.282|275000.0
4428762|Farmington|2064.0|4|3|3|-1|0.232|275000.0
4360885|Lakeville|2310.0|4|2|2|28|2.45|275000.0
4419856|Eagan|2134.0|3|2|2|21|0.27|274900.0
4398536|Farmington|2402.0|5|3|3|11|0.01|274900.0
4430096|Burnsville|2266.0|3|3|2|19|0.28|274900.0
4425893|Farmington|2715.0|4|3|3|12|0.345|274900.0
4389645|Eagan|2521.0|4|3|2|32|0.35|274500.0
4415861|Burnsville|2283.0|5|3|2|44|0.42|272000.0
4433977|Eagan|1911.0|3|3|2|-1|0.05|270590.0
4426440|Burnsville|2500.0|4|3|2|11|0.6|269900.0
4434714|Lakeville|1971.0|2|2|3|34|3.0|269900.0
4424367|Farmington|2998.0|5|4|2|23|0.486|269900.0
4409491|Burnsville|3180.0|5|3|2|49|0.37|269900.0
4427916|Lakeville|2217.0|4|3|2|22|0.272|269900.0
4366367|Lakeville|2801.0|4|4|3|7|0.06|269900.0
4424656|Rosemount|1896.0|3|3|2|7|0.077|269900.0
4403693|Eagan|2600.0|4|3|3|29|0.35|269900.0
4405117|Apple Valley|3818.0|4|2|2|20|0.35|269900.0
4430869|Lakeville|2647.0|4|3|3|27|0.01|269900.0
4410227|Eagan|2300.0|5|3|2|24|0.28|269000.0
4437019|Apple Valley|2501.0|3|3|2|18|0.092|268000.0
4424979|Burnsville|2414.0|4|3|2|30|0.273|266900.0
4429465|Eagan|2442.0|5|3|2|25|0.28|265000.0
4423318|Apple Valley|2560.0|5|2|2|44|0.528|264988.0
4386471|Rosemount|2872.0|4|2|2|21|0.41|264900.0
4410452|Burnsville|2536.0|3|2|3|36|0.4|264900.0
4432066|Burnsville|2326.0|4|3|2|22|0.3|264777.0
4385456|Farmington|2509.0|5|3|3|0|0.14|263400.0
4416535|Burnsville|2507.0|3|3|2|23|0.07|262900.0
4434919|Lakeville|2569.0|3|4|2|17|0.254|262900.0
4434244|Apple Valley|2012.0|3|3|2|25|0.281|262900.0
4412961|Eagan|2922.0|4|3|2|34|0.3|260000.0
4432747|Burnsville|2792.0|4|2|4|34|0.296|259900.0
4415840|Burnsville|2220.0|4|3|3|48|0.28|259900.0
4429502|Lakeville|2532.0|4|3|2|25|0.42|259900.0
4428097|Burnsville|1871.0|2|3|2|10|0.053|259900.0
4408563|Burnsville|2493.0|6|3|2|40|0.313|259900.0
4433796|Apple Valley|1904.0|3|3|3|26|0.351|259900.0
4422563|Apple Valley|2571.0|4|2|2|35|0.516|259900.0
4428645|Burnsville|2762.0|4|3|2|39|0.255|259900.0
4435942|Lakeville|1951.0|4|3|2|27|0.262|259000.0
4429228|Eagan|1860.0|3|3|2|25|0.136|255000.0
4424320|Farmington|1324.0|3|1|3|11|0.247|254900.0
4389266|Burnsville|1907.0|3|4|2|0|0.01|254900.0
4417329|Burnsville|2646.0|3|3|2|49|0.3|254900.0
4428527|Burnsville|3032.0|4|3|2|46|0.341|254750.0
4435808|Eagan|1911.0|3|3|2|0|0.05|254475.0
4429814|Farmington|2429.0|4|2|3|15|0.232|252900.0
4424371|Eagan|2098.0|3|2|2|28|0.258|250000.0
4433842|Lakeville|2137.0|4|3|2|25|0.26|250000.0
4379434|Eagan|2352.0|5|3|3|18|0.48|250000.0
4425646|Lakeville|1957.0|4|2|2|25|0.29|250000.0
4424884|Apple Valley|1944.0|4|2|3|24|0.252|250000.0
4404045|Farmington|1926.0|3|3|2|0|0.31|249900.0
4414004|Rosemount|2824.0|5|3|3|10|0.253|249900.0
4420617|Eagan|1932.0|4|2|3|24|0.433|249900.0
4387146|Apple Valley|2240.0|2|4|2|8|0.01|249900.0
4421139|Apple Valley|2209.0|4|2|2|21|0.201|249900.0
4428050|Eagan|1720.0|4|2|2|36|0.31|249900.0
4407818|Apple Valley|2970.0|3|3|4|31|0.69|249900.0
